name	len	score	pvalue
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40060_classid_0	1026	0.04175189882516861	0.2465443009290732
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40061_classid_1	1026	0.08853958547115326	0.19695596344134753
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40062_classid_1	1026	0.037832580506801605	0.2531346778457587
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40063_classid_1	1026	0.9789973497390747	0.009422917138756703
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40064_classid_1	1026	0.9905080199241638	0.007270186569982627
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40065_classid_0	1026	0.0007743248133920133	0.5264559256741446
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40066_classid_1	1026	0.9979891180992126	0.0046453659641966915
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40067_classid_0	1026	0.002707520266994834	0.4379296019336808
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40068_classid_1	1026	0.9981257915496826	0.004494297152352896
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40069_classid_1	1026	0.2825987637042999	0.12395196011783367
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40070_classid_1	1026	0.9904855489730835	0.0072890701714631015
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40071_classid_0	1026	0.00030155846616253257	0.5903202658811089
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40072_classid_0	1026	4.014829028164968e-05	0.711024246544301
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40073_classid_0	1026	0.2517314851284027	0.131807538333711
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40074_classid_1	1026	0.9999989867210388	0.00039655563108996147
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40075_classid_0	1026	0.0051277875900268555	0.39111715386358487
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40076_classid_1	1026	0.3370197117328644	0.11084674069038447
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40077_classid_0	1026	0.016961554065346718	0.3062542488103331
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40078_classid_1	1026	0.12809592485427856	0.17465443009290732
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40079_classid_1	1026	0.9981768131256104	0.0044754135508724225
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40080_classid_0	1026	0.001197855919599533	0.4961477452979832
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40081_classid_0	1026	0.45634403824806213	0.08195483042525871
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40082_classid_0	1026	0.008101247251033783	0.3588639625349347
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40083_classid_0	1026	0.577908992767334	0.044716368305763275
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40084_classid_0	1026	7.290865369213861e-07	0.8804856862300778
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40085_classid_1	1026	0.9923623204231262	0.0068547473374121915
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40086_classid_1	1026	0.8627904057502747	0.02063977641815847
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40087_classid_1	1026	0.9998747110366821	0.0017750585391645894
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40088_classid_0	1026	0.016284659504890442	0.3094833446634942
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40089_classid_0	1026	7.14832879111782e-07	0.8811654958833749
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40090_classid_0	1026	0.0842612087726593	0.2002039428959891
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40091_classid_0	1026	0.0034478751476854086	0.4198768789183473
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40092_classid_1	1026	0.9580992460250854	0.01257647858599592
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40093_classid_0	1026	2.7038292955694487e-06	0.8362225243598459
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40094_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40095_classid_1	1026	0.9999952912330627	0.0005476244429337563
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40096_classid_1	1026	0.5989441275596619	0.0424125689251454
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40097_classid_1	1026	0.9993041753768921	0.003096910642797794
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40098_classid_0	1026	0.10078439861536026	0.1890437344210288
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40099_classid_0	1026	0.02224002778530121	0.28765390135206587
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40100_classid_1	1026	0.999743640422821	0.002247148576176448
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40101_classid_1	1026	0.9993947744369507	0.0030024926353954227
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40102_classid_0	1026	0.045966051518917084	0.2401427600271924
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40103_classid_1	1026	0.9999992847442627	0.0003587884281290128
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40104_classid_1	1026	0.9999743103981018	0.0008686456681018204
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40105_classid_1	1026	0.9566478729248047	0.012803081803761614
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40106_classid_1	1026	0.9998875856399536	0.0017561749376841151
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40107_classid_1	1026	0.956224799156189	0.012840849006722561
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40108_classid_0	1026	0.053682196885347366	0.22971901200997055
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40109_classid_0	1026	0.08459725975990295	0.1998451544678601
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40110_classid_0	1026	0.40702906250953674	0.09449354180829368
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40111_classid_0	1026	9.898545840769657e-07	0.8717236951431377
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40112_classid_0	1026	0.008794832974672318	0.35291562806858523
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40113_classid_0	1026	8.715618504684386e-11	0.9939383639247678
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40114_classid_1	1026	0.000482578034279868	0.5581426089583805
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40115_classid_1	1026	0.9999990463256836	0.00039655563108996147
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40116_classid_1	1026	0.99981689453125	0.0020016617569302815
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40117_classid_1	1026	0.9994714260101318	0.0029458418309539994
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40118_classid_1	1026	0.9999988675117493	0.00039655563108996147
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40119_classid_0	1026	0.00734304403886199	0.3656242918649445
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40120_classid_0	1026	0.026098065078258514	0.2772112697333636
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40121_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40122_classid_1	1026	0.9999532699584961	0.0010952488858675126
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40123_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40124_classid_1	1026	0.9999040365219116	0.0015673389228793716
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40125_classid_0	1026	0.23861588537693024	0.13543318981796207
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40126_classid_0	1026	0.061639316380023956	0.22107032253191328
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40127_classid_0	1026	0.0015759821981191635	0.47707530780270413
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40128_classid_1	1026	0.999999463558197	0.0003399048266485384
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40129_classid_0	1026	0.00010288557677995414	0.6571493315205076
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40130_classid_1	1026	0.9845548868179321	0.008592038673615831
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40131_classid_1	1026	0.36975687742233276	0.10376539013520658
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40132_classid_1	1026	0.9999983906745911	0.0004343228340509102
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40133_classid_0	1026	0.6476669907569885	0.037295112923936856
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40134_classid_1	1026	0.9999885559082031	0.0006798096532970768
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40135_classid_1	1026	0.9999967217445374	0.0005098572399728076
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40136_classid_1	1026	0.999886155128479	0.0017561749376841151
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40137_classid_1	1026	0.9999723434448242	0.0009064128710627691
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40138_classid_0	1026	0.0006320854881778359	0.540486441574137
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40139_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40140_classid_0	1026	3.4364155965249665e-08	0.9492031120175239
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40141_classid_0	1026	0.00045460418914444745	0.5624480700959287
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40142_classid_1	1026	0.9798007011413574	0.009328499131354332
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40143_classid_1	1026	0.9999980330467224	0.00045320643553138455
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40144_classid_1	1026	0.9961479306221008	0.005702847647103255
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40145_classid_1	1026	0.9558403491973877	0.012897499811163985
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40146_classid_1	1026	0.9964241981506348	0.005551778835259461
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40147_classid_1	1026	0.7026270627975464	0.032763048568623006
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40148_classid_0	1026	0.1617293506860733	0.16028400936626633
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40149_classid_0	1026	0.6825803518295288	0.03459475791222902
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40150_classid_0	1026	0.00511902803555131	0.39119268826950676
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40151_classid_0	1026	1.1775448911066633e-05	0.7737178034594758
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40152_classid_1	1026	0.0022101690992712975	0.45262104388548985
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40153_classid_1	1026	0.858893871307373	0.02088526323740464
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40154_classid_1	1026	0.9997313022613525	0.002266032177656923
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40155_classid_0	1026	0.11669149249792099	0.1803950449429715
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40156_classid_1	1026	0.005247707944363356	0.38941762973034216
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40157_classid_0	1026	1.0393437150924e-06	0.870024171009895
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40158_classid_1	1026	0.8658609390258789	0.02037540599743183
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40159_classid_1	1026	0.950348973274231	0.013539542261500113
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40160_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40161_classid_0	1026	0.04869185388088226	0.2363093889266561
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40162_classid_0	1026	0.4668457806110382	0.07876350177505854
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40163_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40164_classid_1	1026	0.44935381412506104	0.08367323815998187
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40165_classid_0	1026	0.08760657906532288	0.19773019110204698
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40166_classid_1	1026	0.9987608194351196	0.003927789107938666
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40167_classid_0	1026	5.87172870325503e-08	0.9403467029231815
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40168_classid_0	1026	0.8337372541427612	0.022641438175088752
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40169_classid_1	1026	0.999921441078186	0.0014918045169574742
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40170_classid_0	1026	2.6851120438209364e-08	0.952866530704736
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40171_classid_1	1026	0.13685102760791779	0.17099101140569528
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40172_classid_0	1026	0.05308786779642105	0.23041770526474809
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40173_classid_0	1026	2.993436464748811e-05	0.727547397839716
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40174_classid_0	1026	1.954609979293309e-05	0.750037767202961
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40175_classid_1	1026	0.9988144040107727	0.003871138303497243
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40176_classid_1	1026	0.9982445240020752	0.004437646347911474
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40177_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40178_classid_0	1026	0.0002046878362307325	0.6144912757761161
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40179_classid_0	1026	0.009753970429301262	0.3461175315356145
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40180_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40181_classid_0	1026	0.2424410581588745	0.13428129012765314
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40182_classid_1	1026	0.9994950294494629	0.0029458418309539994
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40183_classid_0	1026	0.10141923278570175	0.18868494599289976
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40184_classid_0	1026	0.0025492734275758266	0.44229171387567034
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40185_classid_0	1026	8.96787644144581e-10	0.9848364680111791
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40186_classid_1	1026	0.9998835325241089	0.0017561749376841151
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40187_classid_0	1026	9.781555426746635e-11	0.9935984590981192
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40188_classid_1	1026	0.9996576905250549	0.002435984590981192
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40189_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40190_classid_0	1026	0.17687490582466125	0.1549399501472921
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40192_classid_1	1026	0.9995143413543701	0.002908074627993051
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40193_classid_1	1026	0.9985337257385254	0.004229926731626255
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40194_classid_0	1026	0.5439810752868652	0.0498527079084523
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40195_classid_0	1026	0.00036761158844456077	0.5776116020847496
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40196_classid_1	1026	0.5521319508552551	0.0482287181811315
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40197_classid_0	1026	0.08521731197834015	0.19933529722788731
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40198_classid_1	1026	0.9994062781333923	0.0030024926353954227
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40199_classid_0	1026	0.011953179724514484	0.3301986554875746
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40200_classid_0	1026	0.0038462404627352953	0.4120590679054309
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40201_classid_0	1026	2.0992313443102262e-10	0.9913324269204623
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40202_classid_1	1026	0.9994065761566162	0.0030024926353954227
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40203_classid_1	1026	0.9999760389328003	0.000849762066621346
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40204_classid_0	1026	0.040943242609500885	0.24797945464158924
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40205_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40206_classid_1	1026	0.9999983906745911	0.0004343228340509102
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40207_classid_1	1026	0.9999991059303284	0.00039655563108996147
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40208_classid_0	1026	0.04275102913379669	0.2451280308180376
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40209_classid_1	1026	0.9584311246871948	0.012557594984515447
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40210_classid_0	1026	0.0546732135117054	0.22868041392854446
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40211_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40212_classid_0	1026	0.00011980409908574075	0.6478963667950751
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40213_classid_1	1026	0.9997510313987732	0.002228264974695974
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40214_classid_1	1026	0.9999894499778748	0.0006609260518166025
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40215_classid_1	1026	0.6148428320884705	0.040561975980058916
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40216_classid_0	1026	0.009511938318610191	0.3478170556688572
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40217_classid_0	1026	1.7015530829667114e-05	0.7565714933152051
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40218_classid_1	1026	0.9999937415122986	0.000585391645894705
